LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
PRWFLJUBF4,59,93944,241108,846,105,4,19.84,12,0.34,PhD,Full-time,Married,Yes,Yes,Education,No,0
GO958W4LV4,38,64307,139733,334,71,1,4.34,36,0.72,Master's,Self-employed,Divorced,No,Yes,Education,Yes,0
091U2FRXR9,52,52446,153746,423,99,3,16.26,48,0.7,Bachelor's,Full-time,Divorced,Yes,No,Business,No,0
9Y9Z4RRLLC,58,97650,156770,821,97,2,24.42,12,0.75,PhD,Self-employed,Single,No,Yes,Business,No,0
KS8746P8DA,57,104360,145085,486,38,3,21.0,36,0.88,Bachelor's,Full-time,Married,No,No,Home,No,0
GGEUVP0T49,20,39598,203216,569,86,1,18.53,12,0.43,Bachelor's,Full-time,Married,No,Yes,Home,No,0
34XNUWIEX4,42,47021,163984,507,7,3,22.19,24,0.33,PhD,Part-time,Single,No,No,Home,Yes,0
DIP3V27G8P,62,112752,156882,742,108,4,22.69,36,0.71,High School,Self-employed,Married,Yes,No,Education,Yes,0
4YFJZTKHZQ,55,54996,233435,432,81,3,11.5,60,0.21,Master's,Part-time,Married,Yes,No,Auto,No,0
YABZ6W95X8,62,38128,68314,414,94,4,23.76,60,0.18,High School,Full-time,Single,Yes,Yes,Auto,Yes,0
O3T7TCH8VV,37,47227,193627,409,27,2,5.36,24,0.57,PhD,Part-time,Married,Yes,No,Auto,No,0
P8M2F9T8LB,69,106055,46666,402,6,2,17.47,36,0.82,Bachelor's,Part-time,Divorced,Yes,Yes,Other,Yes,0
C05XAS4DHS,61,112830,37222,462,90,3,21.77,60,0.8,PhD,Full-time,Single,No,Yes,Home,No,0
JAIIQCH3BG,62,93271,199123,448,51,1,9.59,36,0.74,Master's,Self-employed,Married,No,No,Business,Yes,0
MI4K09I9FU,51,45163,172769,575,103,4,22.98,48,0.37,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
9T678W3M27,38,124229,118193,691,6,4,6.63,36,0.78,High School,Full-time,Divorced,No,Yes,Business,Yes,0
LT4N7T81XR,65,106473,235790,352,8,2,17.56,48,0.21,Master's,Unemployed,Married,No,Yes,Business,No,0
UY3DNEL5LN,40,15190,131846,823,112,2,18.14,36,0.25,Master's,Unemployed,Single,Yes,No,Home,Yes,1
ZOVPKD64S2,23,124263,239838,738,97,3,4.09,60,0.16,Bachelor's,Self-employed,Single,No,No,Other,Yes,0
15TIENWV0Z,68,68291,69140,594,106,3,18.96,60,0.57,High School,Full-time,Married,Yes,No,Business,Yes,0
43A4ZQSIJ6,30,32510,21356,596,98,4,16.67,24,0.24,PhD,Unemployed,Single,Yes,No,Business,Yes,0
WQCTG7Q514,66,85034,231075,655,104,1,15.34,24,0.35,High School,Unemployed,Married,No,No,Business,No,0
2E0Z7XKM6E,40,109165,140390,681,48,4,13.14,60,0.23,PhD,Self-employed,Single,No,Yes,Other,No,0
MFJWEFSLZA,26,53359,244437,610,42,4,7.45,60,0.53,Bachelor's,Part-time,Divorced,No,Yes,Home,No,0
PUO4WI8A7H,34,105523,14813,695,84,2,13.27,36,0.47,Master's,Full-time,Single,Yes,No,Auto,No,0
UNPRF9WM97,19,71678,14712,747,13,4,23.9,24,0.19,High School,Self-employed,Married,No,No,Home,No,0
QMMCW9REKV,36,89677,169239,656,62,3,23.3,36,0.63,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
JV123IRUFY,36,102984,142672,373,56,3,21.93,24,0.53,Master's,Part-time,Single,No,Yes,Education,Yes,1
N1ELHH4SCU,24,87242,126986,331,115,4,15.49,12,0.4,PhD,Unemployed,Married,Yes,No,Business,Yes,0
5FINS4RZAV,59,44519,19408,659,93,2,10.31,48,0.29,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
P7EXTFPIKZ,59,33772,7321,818,40,4,8.09,36,0.81,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0
EJMBE0GNLO,37,130291,124616,346,41,4,17.8,36,0.57,Bachelor's,Self-employed,Divorced,No,Yes,Business,Yes,0
QM6QIXKVKM,26,76508,246856,538,72,1,13.51,36,0.82,High School,Part-time,Single,No,Yes,Education,No,0
PXUAUDQPTT,34,77662,121254,474,36,1,22.67,60,0.62,High School,Self-employed,Divorced,Yes,Yes,Education,No,1
UICKX3AZPP,44,52844,17447,653,106,2,13.26,36,0.72,High School,Self-employed,Divorced,No,No,Home,No,0
JM47TGD5ZO,64,131996,237948,408,23,2,4.64,48,0.77,Bachelor's,Self-employed,Divorced,No,No,Business,No,0
AVVE1J3V8F,19,103656,200719,388,119,3,7.79,48,0.72,PhD,Self-employed,Married,Yes,Yes,Home,Yes,0
RD0XEALBWD,53,146707,175272,622,86,1,3.41,60,0.36,Bachelor's,Unemployed,Single,Yes,No,Other,No,0
MIO25NDR2V,36,101668,236324,504,106,2,15.61,60,0.73,High School,Self-employed,Divorced,No,Yes,Auto,No,0
VW49NKVUU0,34,106090,170260,450,9,4,19.3,24,0.65,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
8CID2MCBR3,22,55089,54912,678,29,2,5.62,60,0.33,PhD,Unemployed,Single,No,No,Education,Yes,0
WG1OFH43PW,56,119343,120333,573,89,4,13.16,36,0.7,High School,Unemployed,Married,No,No,Auto,Yes,0
148V1R3D03,35,137914,49759,839,24,3,5.7,60,0.76,Bachelor's,Full-time,Divorced,Yes,No,Business,Yes,0
FUABXMGELJ,24,40392,55448,510,45,4,22.46,12,0.38,PhD,Unemployed,Married,No,Yes,Other,No,0
CRM9YS3HF4,34,83300,147405,328,38,3,4.32,60,0.51,High School,Unemployed,Single,No,Yes,Education,No,0
KZGGLS6BLI,56,120500,235489,549,84,3,21.03,36,0.33,PhD,Part-time,Single,No,Yes,Home,Yes,0
JLRKMOIIY0,53,95529,27619,640,115,1,22.87,24,0.48,PhD,Self-employed,Single,Yes,Yes,Home,No,0
3J5SFDHGKK,57,132727,172004,444,90,4,22.67,24,0.21,High School,Full-time,Divorced,Yes,Yes,Home,No,0
ZKJ6JY9RWG,62,80276,208083,835,102,3,9.84,60,0.5,PhD,Part-time,Single,No,No,Business,Yes,0
CB2GEOA5CC,21,59808,154328,492,88,3,15.65,24,0.29,High School,Unemployed,Divorced,No,No,Education,No,0
RLWKKP13A9,55,119621,18939,349,75,1,24.38,24,0.75,Bachelor's,Self-employed,Single,No,No,Home,No,1
6VJIR8S85M,42,26606,163174,601,111,4,20.17,36,0.69,Master's,Part-time,Single,Yes,No,Business,No,0
ADQSOJRLC8,22,74462,208803,572,56,2,23.1,60,0.83,Master's,Self-employed,Married,No,No,Auto,Yes,1
JU75BSCOSZ,47,52151,247593,776,91,3,5.03,60,0.73,Master's,Full-time,Single,Yes,No,Home,No,0
HIIIYVOCN8,29,142810,33555,599,15,2,6.14,36,0.68,Master's,Full-time,Single,No,Yes,Other,No,0
H30FYNDDC4,21,29400,179693,349,60,3,16.27,36,0.15,High School,Part-time,Married,No,No,Education,No,0
IBB7JJHHAQ,41,46909,111240,419,73,2,4.5,60,0.69,High School,Full-time,Divorced,Yes,No,Education,No,0
R99AGN2BH0,46,70162,196817,683,51,2,22.2,48,0.46,High School,Self-employed,Single,Yes,Yes,Other,No,1
HSQQRA37HB,26,44050,76905,495,113,2,18.99,12,0.42,High School,Part-time,Single,Yes,No,Education,Yes,1
3RN52M9RZ2,21,39951,237895,703,100,3,8.32,12,0.4,PhD,Self-employed,Single,Yes,No,Other,No,0
7TLH054DBI,68,62936,235250,439,103,4,22.81,36,0.74,High School,Self-employed,Single,Yes,Yes,Other,No,0
398JMNMRUD,41,49460,216969,617,60,2,6.83,48,0.47,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
24VDQIIYSY,31,108913,191892,390,54,4,17.37,12,0.78,Bachelor's,Full-time,Married,Yes,No,Other,Yes,0
9XETF3G26J,22,89343,100398,476,30,2,19.57,60,0.66,PhD,Full-time,Married,Yes,Yes,Auto,No,0
2RIR3MICR5,35,31293,163337,345,23,3,13.11,48,0.36,Bachelor's,Part-time,Divorced,Yes,No,Business,No,0
90ZT2T191I,59,118820,237393,403,101,1,8.46,60,0.2,Master's,Unemployed,Divorced,No,Yes,Home,No,0
J9JYRSSH7W,36,78257,77298,620,79,4,24.86,60,0.55,Master's,Unemployed,Married,No,No,Auto,No,1
8EZLOQ791B,29,141965,197148,832,34,1,9.68,48,0.66,High School,Part-time,Single,No,Yes,Home,No,1
A2195216W8,35,23389,96840,317,50,1,17.32,60,0.85,PhD,Part-time,Married,No,No,Home,Yes,0
1R7ZHULHBO,34,69086,33677,698,77,1,18.09,60,0.19,High School,Self-employed,Single,No,Yes,Auto,No,0
CBL13KU3RN,47,65331,11430,573,85,3,20.77,60,0.19,Master's,Unemployed,Single,Yes,No,Other,Yes,1
39EHJXTJC9,41,51029,139963,689,9,4,23.12,60,0.51,PhD,Part-time,Single,No,Yes,Other,Yes,1
SLF8V0Q1CT,28,109845,81798,427,5,2,10.56,48,0.54,PhD,Part-time,Single,Yes,Yes,Other,Yes,0
LJFUB0P3RG,52,142052,73519,330,117,2,17.51,36,0.61,PhD,Unemployed,Single,Yes,No,Home,Yes,0
Q68M95CDAA,40,48913,121921,810,31,3,10.86,12,0.42,High School,Full-time,Divorced,Yes,Yes,Auto,Yes,0
PEY9A36F0M,34,127353,88008,583,88,1,14.3,48,0.89,PhD,Unemployed,Single,Yes,Yes,Home,Yes,0
NF7YHRWVLN,18,146830,112494,396,84,4,18.84,60,0.81,PhD,Part-time,Single,No,Yes,Business,No,0
0YJ6HZUTPU,32,76520,165417,378,96,3,2.9,60,0.36,PhD,Part-time,Single,No,No,Home,Yes,0
REYWEA9RGZ,49,87333,87594,669,58,4,19.74,48,0.74,PhD,Full-time,Married,No,Yes,Education,No,1
Z3USQF7GTZ,26,37083,209272,723,30,4,12.5,12,0.35,PhD,Self-employed,Single,No,Yes,Home,Yes,0
FMN5RKDX81,32,68136,76400,467,68,2,19.45,24,0.68,Master's,Part-time,Married,No,No,Business,No,0
GX513TZNVN,45,124263,79663,356,5,4,4.94,60,0.54,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
OMZYSBCGLV,41,49475,128662,593,96,2,9.13,60,0.68,Master's,Self-employed,Divorced,Yes,No,Other,Yes,0
K8FZJWJW9W,52,102413,191693,778,90,1,19.42,60,0.64,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
E4FI31DAKZ,39,96651,129371,489,30,4,14.53,60,0.16,High School,Self-employed,Single,No,No,Auto,Yes,0
Y9KJ4T5OMU,44,82414,191013,334,35,2,4.95,12,0.78,High School,Self-employed,Single,No,Yes,Home,No,1
5ORY5VKOAS,36,96880,221699,513,56,3,23.62,24,0.45,Master's,Self-employed,Divorced,No,No,Business,Yes,0
QHE6YW3OFS,62,99987,59733,810,6,4,14.25,48,0.9,Master's,Part-time,Married,No,Yes,Home,No,0
6A65FCQ202,29,130275,93616,730,94,1,15.06,60,0.83,PhD,Self-employed,Divorced,Yes,No,Home,No,0
ANNCPNCOI2,37,148194,77910,303,63,4,6.85,48,0.8,High School,Part-time,Married,No,Yes,Auto,No,0
JO6ERDCOSO,18,82757,208984,677,30,2,15.8,12,0.62,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0
NKEFBVM0EH,38,113256,39882,334,23,3,15.44,48,0.28,PhD,Unemployed,Single,No,Yes,Education,Yes,0
9HP00MZNC1,66,72987,191814,474,2,2,24.97,60,0.63,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
54HCBTNULJ,62,78226,34816,584,78,2,19.74,12,0.84,High School,Part-time,Single,Yes,Yes,Home,No,0
A3G47H7EIV,18,82825,118320,845,57,1,5.37,24,0.79,Bachelor's,Part-time,Single,No,No,Business,No,1
SS6ZRE2DQ4,27,148969,206419,449,2,3,4.3,36,0.15,Master's,Self-employed,Married,No,No,Education,Yes,0
QUUHC0CM4F,64,68368,202661,594,42,4,24.39,60,0.85,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
H494RPWYBB,49,129397,213586,819,111,1,12.82,48,0.85,Bachelor's,Full-time,Married,No,Yes,Home,No,0
JGXUKU3X02,56,34086,144330,643,90,4,14.4,60,0.22,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
0H277UVKP3,39,101941,245298,622,70,1,22.52,24,0.73,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,0
AKPPBQ2QB5,35,33534,138478,536,49,1,10.85,24,0.3,High School,Full-time,Single,No,Yes,Education,Yes,0
306BHEBH83,65,128423,195166,387,35,3,6.85,24,0.1,Master's,Full-time,Married,Yes,No,Business,No,0
BWT2ERB24P,63,106384,225222,841,63,3,24.61,24,0.31,High School,Full-time,Married,No,Yes,Education,No,0
BW91A6P1LW,49,139953,238984,412,50,3,12.72,12,0.38,Master's,Self-employed,Single,No,Yes,Home,No,0
4U27ZD3T91,44,70853,48764,677,5,1,22.02,36,0.21,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
L1K63P13KL,45,79039,57337,697,63,1,20.04,48,0.18,Bachelor's,Part-time,Divorced,Yes,No,Home,No,0
GV101B6HI3,35,133706,244240,329,14,4,12.18,36,0.35,High School,Full-time,Divorced,No,No,Auto,Yes,0
7NTP84522O,56,90626,107602,461,80,3,5.5,36,0.44,Master's,Self-employed,Married,Yes,Yes,Home,No,0
BVJJ1DSGJT,66,21742,233437,709,102,3,11.04,60,0.81,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,0
1IQ1AN1YPT,46,69006,199132,796,73,4,3.17,24,0.2,PhD,Full-time,Single,Yes,Yes,Home,No,0
T3XTT4D98Q,35,47929,175041,568,114,2,13.27,36,0.54,PhD,Full-time,Married,No,No,Business,Yes,0
GAA3X99QIS,61,86181,133993,593,22,2,9.95,36,0.33,High School,Full-time,Single,No,No,Auto,No,0
5M3WUC7KMS,25,46271,184828,418,110,1,23.79,24,0.16,Bachelor's,Full-time,Divorced,Yes,No,Education,No,0
P8MWRPDU4G,48,51307,125852,578,91,3,23.92,24,0.36,Master's,Part-time,Divorced,No,Yes,Business,Yes,0
JJER8MYXRY,51,101825,27095,793,101,3,12.56,12,0.78,PhD,Part-time,Divorced,Yes,No,Business,Yes,0
46F4E8X5C7,24,56786,97724,539,99,1,5.75,24,0.74,High School,Unemployed,Divorced,No,No,Auto,No,0
X8YNIG8Y3M,53,121133,66035,416,39,4,13.8,24,0.67,High School,Full-time,Single,No,Yes,Home,Yes,0
R882GSD7WP,35,59040,123872,352,62,4,3.18,12,0.4,PhD,Unemployed,Married,Yes,Yes,Other,No,0
8J6LW7A860,55,128568,17618,783,8,1,10.45,48,0.76,Master's,Self-employed,Divorced,Yes,No,Other,Yes,0
19O4VPQFQ6,26,22052,243989,490,80,4,17.11,24,0.5,PhD,Part-time,Single,Yes,Yes,Business,Yes,1
VZT7H06CD3,26,85284,245796,390,93,3,21.86,60,0.12,High School,Self-employed,Single,Yes,No,Auto,No,1
JAMRUZF62B,63,42144,205379,305,103,4,20.93,12,0.77,PhD,Unemployed,Divorced,Yes,No,Business,No,0
G05IUDEDGL,25,118938,207540,578,115,1,16.07,24,0.65,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
EEVAIRQA26,68,80931,86309,414,98,2,5.83,60,0.37,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,0
K2YIWS5IPO,52,60601,168726,689,70,3,8.57,24,0.59,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
50AG6V36VJ,35,27410,214947,524,72,3,7.54,48,0.7,Bachelor's,Full-time,Married,Yes,No,Education,Yes,0
EFCJXFKJ6K,22,111765,46564,760,1,4,24.88,36,0.32,High School,Unemployed,Single,No,Yes,Other,Yes,0
FPYKKSHU7O,31,34052,10353,838,96,2,5.18,24,0.66,High School,Self-employed,Single,Yes,Yes,Auto,No,0
GSDNEMC4FL,45,18795,212954,468,13,3,10.04,60,0.59,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,1
2OE2MFG9Y1,47,86011,26737,774,59,2,21.74,36,0.69,High School,Self-employed,Single,No,No,Auto,Yes,0
DW7SB4IEC8,21,123225,43726,332,86,3,20.46,24,0.12,Master's,Unemployed,Married,No,Yes,Other,No,1
25G8GDSIT4,56,37359,50669,347,52,1,6.88,24,0.19,Bachelor's,Full-time,Single,No,Yes,Home,Yes,0
HWSXJ8AWZX,37,81511,90930,804,21,1,18.42,48,0.6,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,0
NKUPR24SCC,42,22950,6021,611,23,1,11.66,60,0.28,High School,Unemployed,Divorced,No,No,Auto,No,0
M0WEXLR1QR,45,72311,213463,669,66,4,19.96,60,0.5,PhD,Full-time,Divorced,No,Yes,Business,No,0
BEW9VQAPE6,29,51427,129567,776,2,4,12.0,48,0.39,PhD,Unemployed,Divorced,Yes,No,Home,Yes,0
RP462HDR9N,19,38107,43801,614,42,2,16.41,36,0.74,PhD,Full-time,Single,No,Yes,Other,Yes,0
FX80FTTR67,60,18562,195692,506,26,4,10.27,48,0.26,Master's,Full-time,Single,Yes,Yes,Business,Yes,0
TN41404RVN,31,133826,193434,651,16,3,13.45,24,0.45,PhD,Full-time,Married,Yes,No,Auto,Yes,0
26W2DVLKJC,39,136871,155670,651,0,1,5.35,36,0.47,High School,Self-employed,Single,Yes,Yes,Education,Yes,0
8UC6WUG1HD,48,51209,97908,773,47,3,23.11,36,0.28,High School,Self-employed,Married,No,No,Home,Yes,0
U5VIER5B3D,40,132588,59245,364,10,1,17.14,48,0.69,Master's,Self-employed,Single,No,No,Home,Yes,0
3VYM9ORVCX,65,109346,204858,311,110,2,11.81,12,0.79,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
X5KW29L887,37,63325,49013,591,51,4,3.73,36,0.72,Master's,Self-employed,Married,No,No,Education,No,0
WMAH98V7ML,55,87442,175617,674,18,3,6.32,60,0.75,PhD,Part-time,Married,No,Yes,Education,No,0
IIUBFCQQ5C,21,123478,111216,576,9,1,8.15,60,0.37,Bachelor's,Unemployed,Single,Yes,No,Education,No,0
WEB82V1TS2,32,119466,36320,580,15,1,10.28,12,0.11,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,0
D4U0HTIFEV,41,16630,247088,345,2,1,21.23,36,0.14,Master's,Full-time,Single,Yes,Yes,Education,No,1
TW32YYTJTS,42,41459,92485,774,39,4,20.06,36,0.55,Master's,Self-employed,Married,Yes,No,Home,No,0
9PJ516QCJI,18,107137,40505,360,56,3,13.86,48,0.71,High School,Full-time,Married,Yes,Yes,Education,No,0
A7EY8FXUMI,24,69687,134988,734,59,4,6.5,12,0.21,High School,Full-time,Single,No,No,Education,Yes,0
ND5AEKF2MR,48,83206,223576,611,90,1,10.33,60,0.58,High School,Unemployed,Divorced,No,No,Home,No,0
GS53TFY058,29,92421,44759,479,96,3,11.63,60,0.39,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,0
2UEHTO13QO,59,115110,78855,650,75,3,23.16,12,0.64,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
0K8O9K6R7R,22,130193,72745,344,76,2,9.72,60,0.16,PhD,Part-time,Married,Yes,No,Business,No,0
TGVPTNHEKC,61,72647,209604,468,33,2,22.85,36,0.58,PhD,Self-employed,Divorced,No,No,Other,No,0
R7IXTZSNZ7,67,139657,94048,684,98,2,24.07,12,0.89,Master's,Unemployed,Single,Yes,No,Home,Yes,0
HYU8ECG73Y,59,105127,100981,436,54,1,6.8,48,0.19,PhD,Unemployed,Married,Yes,Yes,Business,No,0
IG890JRBL7,55,35915,236768,340,45,4,8.55,36,0.87,High School,Full-time,Married,Yes,Yes,Auto,No,0
F5Q2IF0NKQ,29,146886,186016,543,24,1,10.9,60,0.63,Bachelor's,Self-employed,Single,No,No,Education,No,0
AZWQJ6RFS9,56,39864,48919,366,96,1,5.48,60,0.78,Master's,Self-employed,Divorced,Yes,No,Education,No,0
M09ZN95G69,35,107348,84316,514,113,3,14.5,24,0.87,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0
X1SOCJAGGV,19,18498,195312,486,6,2,14.1,60,0.66,Master's,Part-time,Single,Yes,Yes,Business,Yes,1
PQXFCOWZWK,27,91606,83644,600,33,1,6.29,60,0.14,High School,Unemployed,Divorced,No,No,Home,Yes,0
ZB3BT9567A,32,98216,234856,640,72,4,4.67,48,0.88,Bachelor's,Part-time,Married,No,Yes,Education,No,0
BIFDRG0H1Y,47,124712,176228,354,18,4,19.04,24,0.3,Bachelor's,Full-time,Divorced,No,Yes,Education,No,1
3GLXY53OC1,61,37211,206969,310,32,4,2.85,36,0.31,High School,Unemployed,Divorced,No,No,Auto,No,0
0UPH475J96,34,130439,37886,583,79,2,5.75,48,0.63,High School,Unemployed,Divorced,Yes,Yes,Other,Yes,0
O4YCW1NAIU,21,115273,199620,630,51,3,17.43,60,0.2,High School,Self-employed,Single,Yes,Yes,Business,No,0
456WJC66EW,24,129506,175198,457,74,3,4.19,24,0.6,PhD,Full-time,Married,No,No,Auto,No,0
A15ZMFRNDY,58,139599,68175,447,84,3,7.76,24,0.61,Master's,Full-time,Single,No,Yes,Business,Yes,0
SRTD4FTPZI,48,55581,216603,591,56,3,21.1,24,0.68,PhD,Unemployed,Married,Yes,Yes,Other,No,0
0T7DYR90AE,68,84862,137227,736,46,3,6.7,24,0.84,High School,Part-time,Divorced,No,No,Home,Yes,0
B16VC8YG03,56,84070,207862,583,41,4,22.97,60,0.74,High School,Self-employed,Divorced,No,Yes,Auto,Yes,1
30RUJOLQJ4,51,53206,52489,495,14,1,13.87,36,0.13,Bachelor's,Part-time,Divorced,No,No,Other,No,0
4QRGSP7SFA,23,96785,44989,753,22,3,19.97,12,0.64,Master's,Part-time,Married,Yes,Yes,Other,Yes,0
W70G0XYSPJ,67,44482,44395,658,6,3,12.4,60,0.58,High School,Part-time,Married,Yes,Yes,Business,No,0
3D9NBV0NXD,55,110033,192879,803,12,4,22.34,36,0.86,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
9Z3XGS8ZH6,62,74469,204815,472,30,2,16.38,48,0.43,PhD,Full-time,Single,Yes,No,Other,No,0
AR54XYCA14,68,37111,193654,493,24,1,14.21,12,0.64,Master's,Part-time,Married,Yes,No,Other,No,0
5DZF0X1SLB,51,98742,159535,702,26,2,23.11,36,0.12,Bachelor's,Self-employed,Single,No,Yes,Other,Yes,0
NX8QHJP61C,61,144277,28103,774,90,2,17.74,48,0.64,Master's,Full-time,Married,Yes,No,Education,No,0
2KQH31T3BN,32,33443,84452,324,0,4,20.98,36,0.45,PhD,Unemployed,Married,No,No,Home,No,1
6IXJDQUW2E,31,51289,58697,641,108,3,20.23,24,0.64,Master's,Part-time,Married,No,No,Education,No,0
0I1MGDOVPS,23,53809,41543,331,21,1,10.96,48,0.5,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
N0RVDKP0NX,67,103298,43249,710,2,1,2.21,36,0.19,PhD,Unemployed,Married,No,Yes,Home,Yes,0
ZDKC8PGNC9,54,61847,38089,633,58,1,17.17,24,0.82,High School,Full-time,Divorced,No,No,Auto,No,0
VV0J81BNEQ,67,92251,75327,339,42,1,23.45,36,0.76,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,0
3SLF4Q247R,49,75374,71066,630,8,1,12.49,48,0.18,Master's,Unemployed,Single,Yes,No,Auto,No,0
IEXS0GD62G,20,129775,81458,580,44,1,11.65,12,0.36,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
8TRPI2DEB6,20,108852,90056,447,7,2,16.85,24,0.89,Bachelor's,Full-time,Divorced,No,No,Home,No,0
J9UMIC0T6J,39,38660,53294,435,112,1,24.02,60,0.2,Bachelor's,Full-time,Single,No,No,Business,Yes,0
P3E0CXMKS5,39,67901,240249,772,51,3,2.73,12,0.12,High School,Unemployed,Divorced,No,No,Other,No,0
OCU0NV4LXO,27,83327,52483,703,15,4,6.04,24,0.15,Master's,Full-time,Single,No,No,Auto,No,0
X743I67535,68,51185,129005,603,92,3,9.67,36,0.42,Master's,Full-time,Married,No,No,Other,No,0
UJ32XXSW3W,20,142634,72654,519,86,1,23.22,48,0.84,Master's,Self-employed,Divorced,Yes,No,Home,Yes,0
8J2PP1BY8Q,29,116497,162807,384,49,3,10.1,12,0.34,Master's,Full-time,Married,Yes,No,Auto,Yes,0
ESENV1WP3H,46,139942,21292,478,33,2,2.61,60,0.51,High School,Self-employed,Married,No,No,Business,Yes,0
5R1KQAGMJJ,65,119293,40257,813,96,4,10.22,60,0.22,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
N5XZG8R5W6,34,27179,47239,727,113,3,7.48,24,0.5,Bachelor's,Self-employed,Single,No,No,Other,Yes,0
NU7FM2KZ3M,24,29497,178193,542,41,1,16.71,48,0.5,PhD,Part-time,Single,No,No,Home,No,0
TL3FSWK5E3,30,110261,13356,816,6,4,22.09,36,0.58,High School,Part-time,Single,Yes,No,Education,Yes,0
239I1ZY59V,19,111603,234615,665,67,1,5.76,12,0.52,High School,Unemployed,Single,Yes,Yes,Other,No,0
ZQLH7CIV8V,21,148505,82650,713,64,3,5.87,24,0.22,Master's,Self-employed,Single,No,No,Education,No,0
D8T2H805BO,27,149948,70205,393,57,3,7.36,48,0.62,PhD,Full-time,Single,No,Yes,Home,Yes,0
MGQAL2N01Q,56,124403,79330,838,107,1,10.11,24,0.2,Master's,Part-time,Divorced,No,Yes,Business,Yes,0
5URJHU8SAC,41,88763,117115,568,106,3,15.92,48,0.51,Master's,Full-time,Single,No,Yes,Home,No,0
1HM0VNRJF3,34,53987,102476,578,92,3,17.31,24,0.57,Bachelor's,Full-time,Married,No,Yes,Business,No,1
56D9H3271G,69,69290,78686,759,114,1,10.44,24,0.52,High School,Part-time,Divorced,No,No,Other,Yes,0
U882Z7MJ4Y,23,67282,98557,771,60,3,22.57,12,0.16,Master's,Self-employed,Single,No,No,Business,Yes,0
KGPQHL4BC3,36,21678,112755,570,0,4,23.97,12,0.69,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
8N5N3NZ1LG,22,123668,182764,669,117,1,22.96,36,0.3,Bachelor's,Part-time,Married,Yes,No,Other,Yes,0
X60LBJD234,49,104626,33454,556,46,3,16.04,48,0.59,Bachelor's,Self-employed,Single,No,No,Business,No,0
FDRU48K219,27,56390,7293,404,34,1,2.93,48,0.25,PhD,Full-time,Single,Yes,No,Business,No,0
BRDKF750Y6,26,18010,184246,445,67,1,13.25,24,0.29,High School,Part-time,Married,No,No,Home,Yes,0
1IEUUYI9ZV,44,136142,49984,479,12,2,20.31,36,0.24,Bachelor's,Part-time,Divorced,No,Yes,Education,No,0
N7VY1ET4T9,30,64237,197211,739,107,2,13.78,12,0.38,Master's,Part-time,Married,No,No,Education,No,0
69KH4XRK26,36,116050,239310,551,44,1,17.1,12,0.72,Master's,Self-employed,Single,No,Yes,Other,Yes,0
JH40P7OY4Y,38,127928,55901,477,36,3,21.04,36,0.83,Master's,Full-time,Married,Yes,Yes,Auto,No,0
YRQSBL0HCI,41,103525,96190,346,44,2,17.32,24,0.26,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
QDCLAKBKNY,55,81508,21847,379,22,3,7.82,24,0.58,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,0
97T29G5KHD,21,149715,222398,415,91,4,23.83,36,0.36,PhD,Part-time,Single,Yes,No,Home,No,0
U7ALMG6DOX,41,102270,248185,514,62,4,4.05,60,0.45,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0
BLKQEJRIDR,52,23205,143033,630,96,4,9.37,12,0.22,Master's,Unemployed,Divorced,Yes,No,Home,No,0
